BLER,MCS
0.106311, 18
0.058476, 6
0.111065, 18
0.052628, 6
0.112458, 18
0.047365, 6
0.101212, 18
0.042629, 9
0.096354, 18
0.038366, 12
0.034529, 15
0.097245, 18
0.099285, 18
0.118576, 18
0.205052, 18
0.104741, 18
0.187966, 15
0.106032, 18
0.169169, 12
0.106540, 18
0.152252, 9
0.107651, 18
0.137027, 6
0.111171, 18
0.123324, 6
0.107197, 18
0.110992, 6
0.104170, 18
0.110419, 18
0.099377, 18
0.089440, 15
0.080496, 12
0.072446, 9
0.065201, 9
0.099893, 6
0.058681, 9
0.052813, 9
0.047532, 9
0.042779, 9
0.038501, 9
0.034651, 9
0.031186, 9
0.028067, 9
0.025260, 9
0.022734, 9
0.089903, 6
0.020461, 9
0.018415, 9
0.016573, 9
0.014916, 9
0.013424, 9
0.012082, 9
0.010874, 9
0.009786, 9
0.008808, 9
0.007927, 9
0.080913, 6
0.007134, 9
0.006421, 9
0.005779, 9
0.005201, 9
0.004681, 9
0.004213, 9
0.003791, 9
0.003412, 9
0.003071, 9
0.002764, 9
0.072822, 6
0.002488, 9
0.002239, 9
0.002015, 9
0.001813, 9
0.001632, 9
0.001469, 9
0.001322, 9
0.001190, 9
0.001071, 9
0.000964, 9
0.065540, 6
0.000867, 9
0.000781, 9
0.000703, 9
0.000632, 9
0.000569, 9
0.000512, 9
0.000461, 9
0.000415, 9
0.000373, 9
0.000336, 9
0.058986, 6
0.000302, 9
0.000272, 9
0.000245, 9
0.000220, 9
0.000198, 9
0.000179, 9
0.000161, 9
0.000145, 9
0.000130, 9
0.000117, 9
0.053087, 6
0.000105, 9
0.000095, 9
0.000085, 9
0.000077, 9
0.000069, 9
0.000062, 9
0.000056, 9
0.000050, 9
0.000045, 9
0.000041, 9
0.047778, 6
0.000037, 9
0.000033, 9
0.000030, 9
0.000027, 9
0.000024, 9
0.000022, 9
0.000020, 9
0.000018, 9
0.000016, 9
0.000014, 9
0.043001, 6
0.000013, 9
0.000012, 9
0.000010, 9
0.000009, 9
0.000008, 9
0.000008, 9
0.000007, 9
0.000006, 9
0.000006, 9
0.000005, 9
0.038700, 6
0.000004, 9
0.000004, 9
0.000004, 9
0.000003, 9
0.000003, 9
0.000003, 9
0.000002, 9
0.000002, 9
0.000002, 9
0.000002, 9
0.034830, 6
0.000002, 9
0.000001, 9
0.000001, 9
0.000001, 9
0.000001, 9
0.000001, 9
